move_id,move_symbol,move_layer,score,category,rationale,collection_slot_contents,collection_slot_capacity,board_tile_count,accessible_tile_count,board_tiles_by_symbol,id,symbol
board-tile-16,🍌,0,8.0,Good,Sets up a possible match with existing 🍌 tiles.,"['🍑', '🍎']",7,34,3,"{'🍎': 1, '🍐': 4, '🍊': 6, '🍋': 1, '🍌': 4, '🍉': 2, '🍇': 1, '🍓': 1, '🍒': 2, '🍑': 0, '🥭': 5, '🍍': 7}",,
board-tile-28,🍋,3,4.5,Inaccuracy,Adds a tile that does not complete any immediate matches.,"['🍐', '🍒', '🍍', '🍐', '🍉']",7,31,6,"{'🍎': 3, '🍐': 1, '🍊': 1, '🍋': 4, '🍌': 2, '🍉': 1, '🍇': 3, '🍓': 4, '🍒': 5, '🍑': 3, '🥭': 0, '🍍': 4}",,
board-tile-1,🍓,0,5.0,Strategic,"Completes a match of three 🍓, freeing up valuable slots.","['🍐', '🍒', '🍍', '🍐', '🍉']",7,31,6,"{'🍎': 3, '🍐': 1, '🍊': 1, '🍋': 4, '🍌': 2, '🍉': 1, '🍇': 3, '🍓': 4, '🍒': 5, '🍑': 3, '🥭': 0, '🍍': 4}",,
board-tile-21,🍋,4,4.5,Inaccuracy,Adds a tile that does not complete any immediate matches.,"['🍐', '🍒', '🍍', '🍐', '🍉']",7,31,6,"{'🍎': 3, '🍐': 1, '🍊': 1, '🍋': 4, '🍌': 2, '🍉': 1, '🍇': 3, '🍓': 4, '🍒': 5, '🍑': 3, '🥭': 0, '🍍': 4}",,
board-tile-16,🍇,2,5.5,Strategic,"Completes a match of three 🍇, freeing up valuable slots.","['🍐', '🍒', '🍍', '🍐', '🍉']",7,31,6,"{'🍎': 3, '🍐': 1, '🍊': 1, '🍋': 4, '🍌': 2, '🍉': 1, '🍇': 3, '🍓': 4, '🍒': 5, '🍑': 3, '🥭': 0, '🍍': 4}",,
board-tile-26,🍇,0,5.5,Strategic,"Completes a match of three 🍇, freeing up valuable slots.","['🍐', '🍒', '🍍', '🍐', '🍉']",7,31,6,"{'🍎': 3, '🍐': 1, '🍊': 1, '🍋': 4, '🍌': 2, '🍉': 1, '🍇': 3, '🍓': 4, '🍒': 5, '🍑': 3, '🥭': 0, '🍍': 4}",,
board-tile-17,🍓,3,5.0,Strategic,"Completes a match of three 🍓, freeing up valuable slots.","['🍐', '🍒', '🍍', '🍐', '🍉']",7,31,6,"{'🍎': 3, '🍐': 1, '🍊': 1, '🍋': 4, '🍌': 2, '🍉': 1, '🍇': 3, '🍓': 4, '🍒': 5, '🍑': 3, '🥭': 0, '🍍': 4}",,
board-tile-19,🍐,3,8.0,Strategic,Matches with two other 🍐 tiles in layer 2.,['🍌'],7,51,3,"{'🍎': 3, '🍐': 5, '🍊': 6, '🍋': 4, '🍌': 6, '🍉': 3, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 5, '🥭': 3, '🍍': 7}",,
board-tile-17,🍐,2,7.5,Strategic,Matches with two other 🍐 tiles in layer 3.,['🍌'],7,51,3,"{'🍎': 3, '🍐': 5, '🍊': 6, '🍋': 4, '🍌': 6, '🍉': 3, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 5, '🥭': 3, '🍍': 7}",,
board-tile-8,🍊,1,6.5,Good,No immediate match but sets up potential future matches.,['🍌'],7,51,3,"{'🍎': 3, '🍐': 5, '🍊': 6, '🍋': 4, '🍌': 6, '🍉': 3, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 5, '🥭': 3, '🍍': 7}",,
board-tile-14,🥭,3,3.0,Inaccuracy,"Rare symbol, unlikely to form a match soon.",['🍍'],7,71,5,"{'🍎': 6, '🍐': 8, '🍊': 9, '🍋': 6, '🍌': 9, '🍉': 5, '🍇': 4, '🍓': 4, '🍒': 1, '🍑': 9, '🥭': 3, '🍍': 7}",,
board-tile-21,🍒,3,2.0,Mistake,"Low frequency tile, poor use of slot.",['🍍'],7,71,5,"{'🍎': 6, '🍐': 8, '🍊': 9, '🍋': 6, '🍌': 9, '🍉': 5, '🍇': 4, '🍓': 4, '🍒': 1, '🍑': 9, '🥭': 3, '🍍': 7}",,
board-tile-58,🍇,2,4.0,Strategic,Opens potential for future matches.,['🍍'],7,71,5,"{'🍎': 6, '🍐': 8, '🍊': 9, '🍋': 6, '🍌': 9, '🍉': 5, '🍇': 4, '🍓': 4, '🍒': 1, '🍑': 9, '🥭': 3, '🍍': 7}",,
board-tile-19,🍍,4,7.0,Good,"Popular tile, likely to form a match quickly.",['🍍'],7,71,5,"{'🍎': 6, '🍐': 8, '🍊': 9, '🍋': 6, '🍌': 9, '🍉': 5, '🍇': 4, '🍓': 4, '🍒': 1, '🍑': 9, '🥭': 3, '🍍': 7}",,
board-tile-23,🍉,0,5.0,Inaccuracy,"Uncommon tile, not ideal for immediate match.",['🍍'],7,71,5,"{'🍎': 6, '🍐': 8, '🍊': 9, '🍋': 6, '🍌': 9, '🍉': 5, '🍇': 4, '🍓': 4, '🍒': 1, '🍑': 9, '🥭': 3, '🍍': 7}",,
board-tile-16,🍓,2,5.5,Inaccuracy,No immediate match and lessens chances for a quick triple.,"['🍑', '🍋', '🍇']",7,58,6,"{'🍎': 3, '🍐': 7, '🍊': 6, '🍋': 5, '🍌': 6, '🍉': 4, '🍇': 2, '🍓': 5, '🍒': 6, '🍑': 2, '🥭': 6, '🍍': 6}",,
board-tile-53,🍉,2,6.0,Strategic,Potential for future matches but doesn't complete any triples.,"['🍑', '🍋', '🍇']",7,58,6,"{'🍎': 3, '🍐': 7, '🍊': 6, '🍋': 5, '🍌': 6, '🍉': 4, '🍇': 2, '🍓': 5, '🍒': 6, '🍑': 2, '🥭': 6, '🍍': 6}",,
board-tile-2,🍍,2,5.0,Inaccuracy,Doesn't complete a match and is less useful than others.,"['🍑', '🍋', '🍇']",7,58,6,"{'🍎': 3, '🍐': 7, '🍊': 6, '🍋': 5, '🍌': 6, '🍉': 4, '🍇': 2, '🍓': 5, '🍒': 6, '🍑': 2, '🥭': 6, '🍍': 6}",,
board-tile-43,🍉,3,7.0,Good,"Matches another 🍉, freeing up a slot.","['🍑', '🍋', '🍇']",7,58,6,"{'🍎': 3, '🍐': 7, '🍊': 6, '🍋': 5, '🍌': 6, '🍉': 4, '🍇': 2, '🍓': 5, '🍒': 6, '🍑': 2, '🥭': 6, '🍍': 6}",,
board-tile-21,🍊,1,8.5,Brilliant,"Completes a 🍊 triple, freeing up 3 slots.","['🍑', '🍋', '🍇']",7,58,6,"{'🍎': 3, '🍐': 7, '🍊': 6, '🍋': 5, '🍌': 6, '🍉': 4, '🍇': 2, '🍓': 5, '🍒': 6, '🍑': 2, '🥭': 6, '🍍': 6}",,
board-tile-48,🍒,2,6.5,Strategic,Potential for future matches but doesn't complete any triples.,"['🍑', '🍋', '🍇']",7,58,6,"{'🍎': 3, '🍐': 7, '🍊': 6, '🍋': 5, '🍌': 6, '🍉': 4, '🍇': 2, '🍓': 5, '🍒': 6, '🍑': 2, '🥭': 6, '🍍': 6}",,
board-tile-20,🍊,1,6.0,Strategic,"Matches another 🍊 tile, freeing up space and setting up future matches.","['🍓', '🥭']",7,35,5,"{'🍎': 3, '🍐': 0, '🍊': 4, '🍋': 3, '🍌': 4, '🍉': 2, '🍇': 2, '🍓': 4, '🍒': 3, '🍑': 4, '🥭': 1, '🍍': 5}",,
board-tile-4,🍑,1,7.5,Brilliant,"Completes a 🍑 triple, removing it immediately and clearing slots.","['🍓', '🥭']",7,35,5,"{'🍎': 3, '🍐': 0, '🍊': 4, '🍋': 3, '🍌': 4, '🍉': 2, '🍇': 2, '🍓': 4, '🍒': 3, '🍑': 4, '🥭': 1, '🍍': 5}",,
board-tile-2,🍌,4,5.5,Good,"Matches another 🍌 tile, useful but not as impactful as others.","['🍓', '🥭']",7,35,5,"{'🍎': 3, '🍐': 0, '🍊': 4, '🍋': 3, '🍌': 4, '🍉': 2, '🍇': 2, '🍓': 4, '🍒': 3, '🍑': 4, '🥭': 1, '🍍': 5}",,
board-tile-21,🍊,3,6.0,Strategic,"Matches another 🍊 tile, freeing up space and setting up future matches.","['🍓', '🥭']",7,35,5,"{'🍎': 3, '🍐': 0, '🍊': 4, '🍋': 3, '🍌': 4, '🍉': 2, '🍇': 2, '🍓': 4, '🍒': 3, '🍑': 4, '🥭': 1, '🍍': 5}",,
board-tile-33,🍋,1,5.0,Inaccuracy,"No immediate match, just adds to collection without clearing any tiles.","['🍓', '🥭']",7,35,5,"{'🍎': 3, '🍐': 0, '🍊': 4, '🍋': 3, '🍌': 4, '🍉': 2, '🍇': 2, '🍓': 4, '🍒': 3, '🍑': 4, '🥭': 1, '🍍': 5}",,
board-tile-7,🍐,0,7.5,Strategic,"Matches two 🍐 tiles, preventing a loss and clearing space.","['🥭', '🍉', '🍐', '🍋']",7,47,7,"{'🍎': 4, '🍐': 6, '🍊': 5, '🍋': 6, '🍌': 3, '🍉': 0, '🍇': 5, '🍓': 3, '🍒': 5, '🍑': 5, '🥭': 3, '🍍': 2}",,
board-tile-6,🍒,4,5.0,Inaccuracy,No immediate match and risks blocking useful tiles.,"['🥭', '🍉', '🍐', '🍋']",7,47,7,"{'🍎': 4, '🍐': 6, '🍊': 5, '🍋': 6, '🍌': 3, '🍉': 0, '🍇': 5, '🍓': 3, '🍒': 5, '🍑': 5, '🥭': 3, '🍍': 2}",,
board-tile-27,🍋,4,8.0,Good,"Completes a 🍐 match, freeing up space and improving board flow.","['🥭', '🍉', '🍐', '🍋']",7,47,7,"{'🍎': 4, '🍐': 6, '🍊': 5, '🍋': 6, '🍌': 3, '🍉': 0, '🍇': 5, '🍓': 3, '🍒': 5, '🍑': 5, '🥭': 3, '🍍': 2}",,
board-tile-5,🍋,4,8.0,Good,"Completes a 🍐 match, freeing up space and improving board flow.","['🥭', '🍉', '🍐', '🍋']",7,47,7,"{'🍎': 4, '🍐': 6, '🍊': 5, '🍋': 6, '🍌': 3, '🍉': 0, '🍇': 5, '🍓': 3, '🍒': 5, '🍑': 5, '🥭': 3, '🍍': 2}",,
board-tile-29,🍐,4,7.5,Strategic,"Matches two 🍐 tiles, preventing a loss and clearing space.","['🥭', '🍉', '🍐', '🍋']",7,47,7,"{'🍎': 4, '🍐': 6, '🍊': 5, '🍋': 6, '🍌': 3, '🍉': 0, '🍇': 5, '🍓': 3, '🍒': 5, '🍑': 5, '🥭': 3, '🍍': 2}",,
board-tile-30,🍑,0,6.0,Inaccuracy,No immediate match and risks blocking useful tiles.,"['🥭', '🍉', '🍐', '🍋']",7,47,7,"{'🍎': 4, '🍐': 6, '🍊': 5, '🍋': 6, '🍌': 3, '🍉': 0, '🍇': 5, '🍓': 3, '🍒': 5, '🍑': 5, '🥭': 3, '🍍': 2}",,
board-tile-35,🍐,1,7.0,Strategic,"Matches two 🍐 tiles, preventing a loss and clearing space.","['🥭', '🍉', '🍐', '🍋']",7,47,7,"{'🍎': 4, '🍐': 6, '🍊': 5, '🍋': 6, '🍌': 3, '🍉': 0, '🍇': 5, '🍓': 3, '🍒': 5, '🍑': 5, '🥭': 3, '🍍': 2}",,
board-tile-1,🍐,0,3.5,Inaccuracy,Doesn't match any existing tiles and offers no strategic advantage.,"['🍍', '🍒', '🍒']",7,41,6,"{'🍎': 2, '🍐': 4, '🍊': 3, '🍋': 0, '🍌': 5, '🍉': 2, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 7, '🍍': 5}",,
board-tile-9,🍇,0,4.0,Strategic,Opens up potential matches with 🍒 tiles nearby.,"['🍍', '🍒', '🍒']",7,41,6,"{'🍎': 2, '🍐': 4, '🍊': 3, '🍋': 0, '🍌': 5, '🍉': 2, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 7, '🍍': 5}",,
board-tile-0,🍒,4,6.5,Brilliant,"Completes a match immediately, freeing up valuable slots.","['🍍', '🍒', '🍒']",7,41,6,"{'🍎': 2, '🍐': 4, '🍊': 3, '🍋': 0, '🍌': 5, '🍉': 2, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 7, '🍍': 5}",,
board-tile-21,🍊,0,4.5,Good,Potential for future matches with 🍊 tiles.,"['🍍', '🍒', '🍒']",7,41,6,"{'🍎': 2, '🍐': 4, '🍊': 3, '🍋': 0, '🍌': 5, '🍉': 2, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 7, '🍍': 5}",,
board-tile-6,🍍,1,5.0,Good,Matches with existing 🍍 tiles in collection slot.,"['🍍', '🍒', '🍒']",7,41,6,"{'🍎': 2, '🍐': 4, '🍊': 3, '🍋': 0, '🍌': 5, '🍉': 2, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 7, '🍍': 5}",,
board-tile-15,🥭,3,3.0,Inaccuracy,Doesn't match any existing tiles and offers no strategic advantage.,"['🍍', '🍒', '🍒']",7,41,6,"{'🍎': 2, '🍐': 4, '🍊': 3, '🍋': 0, '🍌': 5, '🍉': 2, '🍇': 2, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 7, '🍍': 5}",,
board-tile-49,🍒,0,3.5,Inaccuracy,"Matches only two symbols, leaving the slot with an incomplete set.","['🍓', '🍓', '🍍', '🍎', '🍌']",7,55,3,"{'🍎': 5, '🍐': 2, '🍊': 5, '🍋': 10, '🍌': 5, '🍉': 8, '🍇': 4, '🍓': 3, '🍒': 4, '🍑': 3, '🥭': 1, '🍍': 5}",,
board-tile-0,🍋,0,6.0,Strategic,"Completes a triple for 🍋, clearing three slots and preventing a loss.","['🍓', '🍓', '🍍', '🍎', '🍌']",7,55,3,"{'🍎': 5, '🍐': 2, '🍊': 5, '🍋': 10, '🍌': 5, '🍉': 8, '🍇': 4, '🍓': 3, '🍒': 4, '🍑': 3, '🥭': 1, '🍍': 5}",,
board-tile-41,🍍,3,7.5,Good,"Completes a critical triple, freeing up three slots and securing a match.","['🍓', '🍓', '🍍', '🍎', '🍌']",7,55,3,"{'🍎': 5, '🍐': 2, '🍊': 5, '🍋': 10, '🍌': 5, '🍉': 8, '🍇': 4, '🍓': 3, '🍒': 4, '🍑': 3, '🥭': 1, '🍍': 5}",,
board-tile-35,🍊,4,6.0,Strategic,Sets up potential future matches but does not complete an immediate triple.,"['🍌', '🍌', '🍎']",7,51,4,"{'🍎': 4, '🍐': 7, '🍊': 6, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 4, '🍓': 5, '🍒': 6, '🍑': 4, '🥭': 3, '🍍': 3}",,
board-tile-42,🍎,0,7.0,Good,"Completes a match, freeing up space and reducing risk of slot overflow.","['🍌', '🍌', '🍎']",7,51,4,"{'🍎': 4, '🍐': 7, '🍊': 6, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 4, '🍓': 5, '🍒': 6, '🍑': 4, '🥭': 3, '🍍': 3}",,
board-tile-41,🍒,4,5.0,Inaccuracy,Does not complete a match and does not significantly improve strategic position.,"['🍌', '🍌', '🍎']",7,51,4,"{'🍎': 4, '🍐': 7, '🍊': 6, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 4, '🍓': 5, '🍒': 6, '🍑': 4, '🥭': 3, '🍍': 3}",,
board-tile-9,🍌,0,8.0,Brilliant,"Completes a critical match, potentially clearing the board and securing victory.","['🍌', '🍌', '🍎']",7,51,4,"{'🍎': 4, '🍐': 7, '🍊': 6, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 4, '🍓': 5, '🍒': 6, '🍑': 4, '🥭': 3, '🍍': 3}",,
board-tile-57,🍋,1,4.5,Inaccuracy,"Matches a tile already in the slot, wasting a move.","['🍋', '🍓', '🍊']",7,62,7,"{'🍎': 6, '🍐': 5, '🍊': 3, '🍋': 4, '🍌': 3, '🍉': 5, '🍇': 6, '🍓': 4, '🍒': 7, '🍑': 5, '🥭': 8, '🍍': 6}",,
board-tile-32,🥭,1,6.0,Strategic,Opens potential for future matches with a high-frequency tile.,"['🍋', '🍓', '🍊']",7,62,7,"{'🍎': 6, '🍐': 5, '🍊': 3, '🍋': 4, '🍌': 3, '🍉': 5, '🍇': 6, '🍓': 4, '🍒': 7, '🍑': 5, '🥭': 8, '🍍': 6}",,
board-tile-39,🍐,3,5.5,Strategic,Potential for a match and strategic placement.,"['🍋', '🍓', '🍊']",7,62,7,"{'🍎': 6, '🍐': 5, '🍊': 3, '🍋': 4, '🍌': 3, '🍉': 5, '🍇': 6, '🍓': 4, '🍒': 7, '🍑': 5, '🥭': 8, '🍍': 6}",,
board-tile-17,🥭,3,6.0,Strategic,Opens potential for future matches with a high-frequency tile.,"['🍋', '🍓', '🍊']",7,62,7,"{'🍎': 6, '🍐': 5, '🍊': 3, '🍋': 4, '🍌': 3, '🍉': 5, '🍇': 6, '🍓': 4, '🍒': 7, '🍑': 5, '🥭': 8, '🍍': 6}",,
board-tile-7,🍑,1,4.0,Inaccuracy,"Matches a tile already in the slot, wasting a move.","['🍋', '🍓', '🍊']",7,62,7,"{'🍎': 6, '🍐': 5, '🍊': 3, '🍋': 4, '🍌': 3, '🍉': 5, '🍇': 6, '🍓': 4, '🍒': 7, '🍑': 5, '🥭': 8, '🍍': 6}",,
board-tile-44,🍒,1,7.0,Good,"High-frequency tile, potential for future matches.","['🍋', '🍓', '🍊']",7,62,7,"{'🍎': 6, '🍐': 5, '🍊': 3, '🍋': 4, '🍌': 3, '🍉': 5, '🍇': 6, '🍓': 4, '🍒': 7, '🍑': 5, '🥭': 8, '🍍': 6}",,
board-tile-11,🍑,1,4.0,Inaccuracy,"Matches a tile already in the slot, wasting a move.","['🍋', '🍓', '🍊']",7,62,7,"{'🍎': 6, '🍐': 5, '🍊': 3, '🍋': 4, '🍌': 3, '🍉': 5, '🍇': 6, '🍓': 4, '🍒': 7, '🍑': 5, '🥭': 8, '🍍': 6}",,
board-tile-32,🍎,3,5.0,Inaccuracy,Does not complete any match and adds an uncommon tile.,"['🍍', '🍒', '🍉']",7,44,7,"{'🍎': 4, '🍐': 1, '🍊': 4, '🍋': 6, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 4, '🍒': 4, '🍑': 3, '🥭': 5, '🍍': 3}",,
board-tile-41,🥭,4,7.0,Strategic,Completes a match with two other 🥭 tiles.,"['🍍', '🍒', '🍉']",7,44,7,"{'🍎': 4, '🍐': 1, '🍊': 4, '🍋': 6, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 4, '🍒': 4, '🍑': 3, '🥭': 5, '🍍': 3}",,
board-tile-24,🍓,0,4.5,Mistake,No immediate match and could block more useful tiles.,"['🍍', '🍒', '🍉']",7,44,7,"{'🍎': 4, '🍐': 1, '🍊': 4, '🍋': 6, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 4, '🍒': 4, '🍑': 3, '🥭': 5, '🍍': 3}",,
board-tile-11,🍓,4,4.5,Mistake,No immediate match and could block more useful tiles.,"['🍍', '🍒', '🍉']",7,44,7,"{'🍎': 4, '🍐': 1, '🍊': 4, '🍋': 6, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 4, '🍒': 4, '🍑': 3, '🥭': 5, '🍍': 3}",,
board-tile-37,🍌,3,6.0,Good,Completes a match with two other 🍌 tiles.,"['🍍', '🍒', '🍉']",7,44,7,"{'🍎': 4, '🍐': 1, '🍊': 4, '🍋': 6, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 4, '🍒': 4, '🍑': 3, '🥭': 5, '🍍': 3}",,
board-tile-40,🍒,2,5.5,Inaccuracy,Does not complete any match and adds an uncommon tile.,"['🍍', '🍒', '🍉']",7,44,7,"{'🍎': 4, '🍐': 1, '🍊': 4, '🍋': 6, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 4, '🍒': 4, '🍑': 3, '🥭': 5, '🍍': 3}",,
board-tile-23,🍒,2,5.5,Inaccuracy,Does not complete any match and adds an uncommon tile.,"['🍍', '🍒', '🍉']",7,44,7,"{'🍎': 4, '🍐': 1, '🍊': 4, '🍋': 6, '🍌': 4, '🍉': 4, '🍇': 2, '🍓': 4, '🍒': 4, '🍑': 3, '🥭': 5, '🍍': 3}",,
board-tile-2,🍋,1,7.5,Strategic,"Matches an existing 'b' tile, clearing one and preventing a loss.","['🍓', '🍊', '🍇', '🍒', '🍋']",7,45,5,"{'🍎': 2, '🍐': 0, '🍊': 5, '🍋': 8, '🍌': 6, '🍉': 4, '🍇': 1, '🍓': 4, '🍒': 6, '🍑': 2, '🥭': 4, '🍍': 3}",,
board-tile-3,🍌,1,6.0,Inaccuracy,Does not match any existing tiles and adds a tile with no immediate value.,"['🍓', '🍊', '🍇', '🍒', '🍋']",7,45,5,"{'🍎': 2, '🍐': 0, '🍊': 5, '🍋': 8, '🍌': 6, '🍉': 4, '🍇': 1, '🍓': 4, '🍒': 6, '🍑': 2, '🥭': 4, '🍍': 3}",,
board-tile-11,🍎,3,4.5,Mistake,Does not match any existing tiles and is less likely to form a match.,"['🍓', '🍊', '🍇', '🍒', '🍋']",7,45,5,"{'🍎': 2, '🍐': 0, '🍊': 5, '🍋': 8, '🍌': 6, '🍉': 4, '🍇': 1, '🍓': 4, '🍒': 6, '🍑': 2, '🥭': 4, '🍍': 3}",,
board-tile-4,🥭,4,2.0,Blunder,Does not match any existing tiles and has no strategic value.,"['🍓', '🍊', '🍇', '🍒', '🍋']",7,45,5,"{'🍎': 2, '🍐': 0, '🍊': 5, '🍋': 8, '🍌': 6, '🍉': 4, '🍇': 1, '🍓': 4, '🍒': 6, '🍑': 2, '🥭': 4, '🍍': 3}",,
board-tile-36,🍋,1,7.5,Strategic,"Matches an existing 'b' tile, clearing one and preventing a loss.","['🍓', '🍊', '🍇', '🍒', '🍋']",7,45,5,"{'🍎': 2, '🍐': 0, '🍊': 5, '🍋': 8, '🍌': 6, '🍉': 4, '🍇': 1, '🍓': 4, '🍒': 6, '🍑': 2, '🥭': 4, '🍍': 3}",,
board-tile-10,🍎,2,7.5,Strategic,"Matches an existing tile, clearing one and unblocking others.",[],7,30,6,"{'🍎': 4, '🍐': 1, '🍊': 9, '🍋': 4, '🍌': 0, '🍉': 0, '🍇': 3, '🍓': 0, '🍒': 4, '🍑': 2, '🥭': 0, '🍍': 3}",,
board-tile-20,🍊,3,8.0,Brilliant,"Completes a critical match, freeing up valuable slots.",[],7,30,6,"{'🍎': 4, '🍐': 1, '🍊': 9, '🍋': 4, '🍌': 0, '🍉': 0, '🍇': 3, '🍓': 0, '🍒': 4, '🍑': 2, '🥭': 0, '🍍': 3}",,
board-tile-29,🍒,2,6.0,Good,Opens up potential future matches but doesn't immediately clear any tiles.,[],7,30,6,"{'🍎': 4, '🍐': 1, '🍊': 9, '🍋': 4, '🍌': 0, '🍉': 0, '🍇': 3, '🍓': 0, '🍒': 4, '🍑': 2, '🥭': 0, '🍍': 3}",,
board-tile-6,🍎,1,7.0,Strategic,"Matches another 'leaf' tile, creating opportunities for future clears.",[],7,30,6,"{'🍎': 4, '🍐': 1, '🍊': 9, '🍋': 4, '🍌': 0, '🍉': 0, '🍇': 3, '🍓': 0, '🍒': 4, '🍑': 2, '🥭': 0, '🍍': 3}",,
board-tile-27,🍊,3,8.0,Brilliant,"Completes a match, preventing immediate loss and clearing space.",[],7,30,6,"{'🍎': 4, '🍐': 1, '🍊': 9, '🍋': 4, '🍌': 0, '🍉': 0, '🍇': 3, '🍓': 0, '🍒': 4, '🍑': 2, '🥭': 0, '🍍': 3}",,
board-tile-18,🍇,1,6.5,Good,Unlocks a tile for future use but doesn't immediately create a match.,[],7,30,6,"{'🍎': 4, '🍐': 1, '🍊': 9, '🍋': 4, '🍌': 0, '🍉': 0, '🍇': 3, '🍓': 0, '🍒': 4, '🍑': 2, '🥭': 0, '🍍': 3}",,
board-tile-1,🍒,3,2.5,Inaccuracy,"Adds a tile with low utility, unlikely to form a match soon.",[],7,51,8,"{'🍎': 6, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 3, '🍓': 5, '🍒': 7, '🍑': 6, '🥭': 4, '🍍': 1}",,
board-tile-50,🍎,3,3.0,Strategic,"Clears a critical tile, potentially opening up future matches.",[],7,51,8,"{'🍎': 6, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 3, '🍓': 5, '🍒': 7, '🍑': 6, '🥭': 4, '🍍': 1}",,
board-tile-6,🍎,3,3.5,Strategic,"Removes a key tile, creating potential for future matches.",[],7,51,8,"{'🍎': 6, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 3, '🍓': 5, '🍒': 7, '🍑': 6, '🥭': 4, '🍍': 1}",,
board-tile-28,🥭,0,1.5,Mistake,"Adds a tile with no immediate matches, likely to waste a slot.",[],7,51,8,"{'🍎': 6, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 3, '🍓': 5, '🍒': 7, '🍑': 6, '🥭': 4, '🍍': 1}",,
board-tile-44,🍌,2,4.0,Good,Removes a tile that could block future matches.,[],7,51,8,"{'🍎': 6, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 3, '🍓': 5, '🍒': 7, '🍑': 6, '🥭': 4, '🍍': 1}",,
board-tile-34,🥭,3,3.0,Strategic,Clears a tile that could block future matches.,[],7,51,8,"{'🍎': 6, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 3, '🍓': 5, '🍒': 7, '🍑': 6, '🥭': 4, '🍍': 1}",,
board-tile-22,🍊,0,2.0,Inaccuracy,Adds a tile that is not immediately useful.,[],7,51,8,"{'🍎': 6, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 3, '🍓': 5, '🍒': 7, '🍑': 6, '🥭': 4, '🍍': 1}",,
board-tile-23,🍑,4,4.5,Good,Removes a tile that could block future matches and opens up a symbol for potential matches.,[],7,51,8,"{'🍎': 6, '🍐': 6, '🍊': 4, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 3, '🍓': 5, '🍒': 7, '🍑': 6, '🥭': 4, '🍍': 1}",,
board-tile-76,🍉,2,5.0,Inaccuracy,Does not complete a match and adds an infrequently occurring tile.,"['🍎', '🍎']",7,80,4,"{'🍎': 6, '🍐': 8, '🍊': 7, '🍋': 8, '🍌': 3, '🍉': 8, '🍇': 6, '🍓': 6, '🍒': 10, '🍑': 7, '🥭': 7, '🍍': 4}",,
board-tile-49,🍎,1,7.0,Strategic,"Completes a match immediately, freeing up a slot and reducing risk.","['🍎', '🍎']",7,80,4,"{'🍎': 6, '🍐': 8, '🍊': 7, '🍋': 8, '🍌': 3, '🍉': 8, '🍇': 6, '🍓': 6, '🍒': 10, '🍑': 7, '🥭': 7, '🍍': 4}",,
board-tile-64,🍎,2,7.0,Strategic,"Completes a match immediately, freeing up a slot and reducing risk.","['🍎', '🍎']",7,80,4,"{'🍎': 6, '🍐': 8, '🍊': 7, '🍋': 8, '🍌': 3, '🍉': 8, '🍇': 6, '🍓': 6, '🍒': 10, '🍑': 7, '🥭': 7, '🍍': 4}",,
board-tile-27,🍓,3,6.0,Good,Adds a tile that can potentially set up future matches.,"['🍎', '🍎']",7,80,4,"{'🍎': 6, '🍐': 8, '🍊': 7, '🍋': 8, '🍌': 3, '🍉': 8, '🍇': 6, '🍓': 6, '🍒': 10, '🍑': 7, '🥭': 7, '🍍': 4}",,
board-tile-8,🍎,2,5.5,Inaccuracy,Doesn't contribute to an immediate match and risks slot overfill.,"['🍑', '🍌', '🍍']",7,44,6,"{'🍎': 3, '🍐': 3, '🍊': 5, '🍋': 4, '🍌': 3, '🍉': 3, '🍇': 3, '🍓': 2, '🍒': 6, '🍑': 3, '🥭': 4, '🍍': 5}",,
