move_id,score,category,rationale,collection_slot_contents,collection_slot_capacity,board_tile_count,accessible_tile_count,board_tiles_by_symbol,id
board-tile-1,7.0,Strategic,"Matches existing 'c' tile, clearing a slot and setting up future moves.","['🍌', '🍋', '🍓']",7,61,8,"{'🍎': 9, '🍐': 4, '🍊': 7, '🍋': 3, '🍌': 7, '🍉': 5, '🍇': 2, '🍓': 6, '🍒': 4, '🍑': 4, '🥭': 8, '🍍': 2}",
board-tile-39,6.0,Good,Completes a match with two '0' tiles already in the slot.,"['🍌', '🍋', '🍓']",7,61,8,"{'🍎': 9, '🍐': 4, '🍊': 7, '🍋': 3, '🍌': 7, '🍉': 5, '🍇': 2, '🍓': 6, '🍒': 4, '🍑': 4, '🥭': 8, '🍍': 2}",
board-tile-44,8.0,Brilliant,"Completes a match with two 'e' tiles already in the slot, freeing up significant space.","['🍌', '🍋', '🍓']",7,61,8,"{'🍎': 9, '🍐': 4, '🍊': 7, '🍋': 3, '🍌': 7, '🍉': 5, '🍇': 2, '🍓': 6, '🍒': 4, '🍑': 4, '🥭': 8, '🍍': 2}",
board-tile-7,5.0,Inaccuracy,Doesn't complete a match and only partially fills the slot.,"['🍌', '🍋', '🍓']",7,61,8,"{'🍎': 9, '🍐': 4, '🍊': 7, '🍋': 3, '🍌': 7, '🍉': 5, '🍇': 2, '🍓': 6, '🍒': 4, '🍑': 4, '🥭': 8, '🍍': 2}",
board-tile-11,6.0,Good,Completes a match with two '0' tiles already in the slot.,"['🍌', '🍋', '🍓']",7,61,8,"{'🍎': 9, '🍐': 4, '🍊': 7, '🍋': 3, '🍌': 7, '🍉': 5, '🍇': 2, '🍓': 6, '🍒': 4, '🍑': 4, '🥭': 8, '🍍': 2}",
board-tile-42,7.0,Strategic,"Completes a match with two '3' tiles already in the slot, opening up new opportunities.","['🍌', '🍋', '🍓']",7,61,8,"{'🍎': 9, '🍐': 4, '🍊': 7, '🍋': 3, '🍌': 7, '🍉': 5, '🍇': 2, '🍓': 6, '🍒': 4, '🍑': 4, '🥭': 8, '🍍': 2}",
board-tile-59,4.0,Inaccuracy,Doesn't complete a match and only partially fills the slot.,"['🍌', '🍋', '🍓']",7,61,8,"{'🍎': 9, '🍐': 4, '🍊': 7, '🍋': 3, '🍌': 7, '🍉': 5, '🍇': 2, '🍓': 6, '🍒': 4, '🍑': 4, '🥭': 8, '🍍': 2}",
board-tile-52,4.0,Inaccuracy,Doesn't complete a match and only partially fills the slot.,"['🍌', '🍋', '🍓']",7,61,8,"{'🍎': 9, '🍐': 4, '🍊': 7, '🍋': 3, '🍌': 7, '🍉': 5, '🍇': 2, '🍓': 6, '🍒': 4, '🍑': 4, '🥭': 8, '🍍': 2}",
board-tile-33,7.5,Strategic,"Adds a 🍓 tile, setting up potential future matches.",[],7,48,6,"{'🍎': 4, '🍐': 1, '🍊': 1, '🍋': 6, '🍌': 5, '🍉': 4, '🍇': 2, '🍓': 7, '🍒': 4, '🍑': 7, '🥭': 6, '🍍': 1}",
board-tile-19,8.0,Brilliant,"Completes a critical 🍊 match, clearing 3 tiles and opening new opportunities.",[],7,48,6,"{'🍎': 4, '🍐': 1, '🍊': 1, '🍋': 6, '🍌': 5, '🍉': 4, '🍇': 2, '🍓': 7, '🍒': 4, '🍑': 7, '🥭': 6, '🍍': 1}",
board-tile-16,7.0,Good,"Adds another 🍓 tile, aiding in potential future matches.",[],7,48,6,"{'🍎': 4, '🍐': 1, '🍊': 1, '🍋': 6, '🍌': 5, '🍉': 4, '🍇': 2, '🍓': 7, '🍒': 4, '🍑': 7, '🥭': 6, '🍍': 1}",
board-tile-40,6.5,Inaccuracy,"Adds a 🍉 tile, which does not immediately form a match.",[],7,48,6,"{'🍎': 4, '🍐': 1, '🍊': 1, '🍋': 6, '🍌': 5, '🍉': 4, '🍇': 2, '🍓': 7, '🍒': 4, '🍑': 7, '🥭': 6, '🍍': 1}",
board-tile-27,5.5,Mistake,"Adds a 🥭 tile, which is less common and harder to match.",[],7,48,6,"{'🍎': 4, '🍐': 1, '🍊': 1, '🍋': 6, '🍌': 5, '🍉': 4, '🍇': 2, '🍓': 7, '🍒': 4, '🍑': 7, '🥭': 6, '🍍': 1}",
board-tile-35,4.5,Blunder,"Adds a 🍇 tile, which has no immediate matches and blocks other tiles.",[],7,48,6,"{'🍎': 4, '🍐': 1, '🍊': 1, '🍋': 6, '🍌': 5, '🍉': 4, '🍇': 2, '🍓': 7, '🍒': 4, '🍑': 7, '🥭': 6, '🍍': 1}",
board-tile-55,6.0,Strategic,Prepares for future matches but does not complete any now.,"['🍉', '🍎', '🍑']",7,64,5,"{'🍎': 7, '🍐': 7, '🍊': 2, '🍋': 7, '🍌': 2, '🍉': 3, '🍇': 3, '🍓': 6, '🍒': 2, '🍑': 13, '🥭': 6, '🍍': 6}",
board-tile-3,7.0,Good,"Completes a match immediately, freeing up valuable slots.","['🍉', '🍎', '🍑']",7,64,5,"{'🍎': 7, '🍐': 7, '🍊': 2, '🍋': 7, '🍌': 2, '🍉': 3, '🍇': 3, '🍓': 6, '🍒': 2, '🍑': 13, '🥭': 6, '🍍': 6}",
board-tile-15,5.0,Inaccuracy,Does not contribute to an immediate match and is less useful.,"['🍉', '🍎', '🍑']",7,64,5,"{'🍎': 7, '🍐': 7, '🍊': 2, '🍋': 7, '🍌': 2, '🍉': 3, '🍇': 3, '🍓': 6, '🍒': 2, '🍑': 13, '🥭': 6, '🍍': 6}",
board-tile-56,6.0,Strategic,Prepares for future matches but does not complete any now.,"['🍉', '🍎', '🍑']",7,64,5,"{'🍎': 7, '🍐': 7, '🍊': 2, '🍋': 7, '🍌': 2, '🍉': 3, '🍇': 3, '🍓': 6, '🍒': 2, '🍑': 13, '🥭': 6, '🍍': 6}",
board-tile-40,8.0,Brilliant,"Completes a critical match, freeing up 3 slots and preventing a loss.","['🍉', '🍎', '🍑']",7,64,5,"{'🍎': 7, '🍐': 7, '🍊': 2, '🍋': 7, '🍌': 2, '🍉': 3, '🍇': 3, '🍓': 6, '🍒': 2, '🍑': 13, '🥭': 6, '🍍': 6}",
board-tile-51,7.5,Strategic,Blocks future matches and could prevent more useful tiles from being placed.,['🍌'],7,73,7,"{'🍎': 6, '🍐': 9, '🍊': 4, '🍋': 4, '🍌': 4, '🍉': 6, '🍇': 10, '🍓': 6, '🍒': 6, '🍑': 6, '🥭': 2, '🍍': 10}",
board-tile-9,6.0,Inaccuracy,No immediate match and could block more useful tiles.,['🍌'],7,73,7,"{'🍎': 6, '🍐': 9, '🍊': 4, '🍋': 4, '🍌': 4, '🍉': 6, '🍇': 10, '🍓': 6, '🍒': 6, '🍑': 6, '🥭': 2, '🍍': 10}",
board-tile-47,8.0,Good,Potential for future matches and opens up more strategic options.,['🍌'],7,73,7,"{'🍎': 6, '🍐': 9, '🍊': 4, '🍋': 4, '🍌': 4, '🍉': 6, '🍇': 10, '🍓': 6, '🍒': 6, '🍑': 6, '🥭': 2, '🍍': 10}",
board-tile-55,7.0,Strategic,Blocks future matches and could prevent more useful tiles from being placed.,['🍌'],7,73,7,"{'🍎': 6, '🍐': 9, '🍊': 4, '🍋': 4, '🍌': 4, '🍉': 6, '🍇': 10, '🍓': 6, '🍒': 6, '🍑': 6, '🥭': 2, '🍍': 10}",
board-tile-3,8.5,Brilliant,"Completes a critical match, freeing up 3 slots and preventing a loss.",['🍌'],7,73,7,"{'🍎': 6, '🍐': 9, '🍊': 4, '🍋': 4, '🍌': 4, '🍉': 6, '🍇': 10, '🍓': 6, '🍒': 6, '🍑': 6, '🥭': 2, '🍍': 10}",
board-tile-12,7.5,Strategic,Blocks future matches and could prevent more useful tiles from being placed.,['🍌'],7,73,7,"{'🍎': 6, '🍐': 9, '🍊': 4, '🍋': 4, '🍌': 4, '🍉': 6, '🍇': 10, '🍓': 6, '🍒': 6, '🍑': 6, '🥭': 2, '🍍': 10}",
board-tile-53,6.5,Inaccuracy,No immediate match and could block more useful tiles.,['🍌'],7,73,7,"{'🍎': 6, '🍐': 9, '🍊': 4, '🍋': 4, '🍌': 4, '🍉': 6, '🍇': 10, '🍓': 6, '🍒': 6, '🍑': 6, '🥭': 2, '🍍': 10}",
board-tile-38,7.5,Strategic,Frees up a slot and sets up potential future matches.,['🍎'],7,48,5,"{'🍎': 5, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 5, '🍉': 6, '🍇': 2, '🍓': 2, '🍒': 2, '🍑': 4, '🥭': 7, '🍍': 2}",
board-tile-2,6.0,Inaccuracy,Doesn't add value and risks blocking useful tiles.,['🍎'],7,48,5,"{'🍎': 5, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 5, '🍉': 6, '🍇': 2, '🍓': 2, '🍒': 2, '🍑': 4, '🥭': 7, '🍍': 2}",
board-tile-11,5.5,Inaccuracy,Blocks useful tiles without immediate benefits.,['🍎'],7,48,5,"{'🍎': 5, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 5, '🍉': 6, '🍇': 2, '🍓': 2, '🍒': 2, '🍑': 4, '🥭': 7, '🍍': 2}",
board-tile-15,8.0,Good,Potential to create a match with existing tiles.,['🍎'],7,48,5,"{'🍎': 5, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 5, '🍉': 6, '🍇': 2, '🍓': 2, '🍒': 2, '🍑': 4, '🥭': 7, '🍍': 2}",
board-tile-7,6.5,Strategic,Frees up a slot and potentially blocks useful tiles.,['🍎'],7,48,5,"{'🍎': 5, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 5, '🍉': 6, '🍇': 2, '🍓': 2, '🍒': 2, '🍑': 4, '🥭': 7, '🍍': 2}",
board-tile-19,2.0,Inaccuracy,Introduces a tile unlikely to form a match soon.,"['🥭', '🍑', '🍇', '🥭', '🍑']",7,45,4,"{'🍎': 4, '🍐': 6, '🍊': 5, '🍋': 2, '🍌': 4, '🍉': 4, '🍇': 4, '🍓': 8, '🍒': 2, '🍑': 2, '🥭': 3, '🍍': 1}",
board-tile-9,3.0,Strategic,Aids in potential future matches but not critical.,"['🥭', '🍑', '🍇', '🥭', '🍑']",7,45,4,"{'🍎': 4, '🍐': 6, '🍊': 5, '🍋': 2, '🍌': 4, '🍉': 4, '🍇': 4, '🍓': 8, '🍒': 2, '🍑': 2, '🥭': 3, '🍍': 1}",
board-tile-6,4.0,Good,Blocks a tile that could otherwise form a match.,"['🥭', '🍑', '🍇', '🥭', '🍑']",7,45,4,"{'🍎': 4, '🍐': 6, '🍊': 5, '🍋': 2, '🍌': 4, '🍉': 4, '🍇': 4, '🍓': 8, '🍒': 2, '🍑': 2, '🥭': 3, '🍍': 1}",
board-tile-10,5.0,Strategic,Opens up a new potential match with 🍑.,"['🥭', '🍑', '🍇', '🥭', '🍑']",7,45,4,"{'🍎': 4, '🍐': 6, '🍊': 5, '🍋': 2, '🍌': 4, '🍉': 4, '🍇': 4, '🍓': 8, '🍒': 2, '🍑': 2, '🥭': 3, '🍍': 1}",
board-tile-6,7.5,Strategic,"Matches existing 'b' tiles, freeing up space and setting up future matches.","['🍋', '🍍', '🍑']",7,35,6,"{'🍎': 5, '🍐': 2, '🍊': 3, '🍋': 5, '🍌': 0, '🍉': 4, '🍇': 3, '🍓': 0, '🍒': 3, '🍑': 3, '🥭': 3, '🍍': 4}",
board-tile-18,6.0,Inaccuracy,Does not match any existing tiles and could block useful tiles.,"['🍋', '🍍', '🍑']",7,35,6,"{'🍎': 5, '🍐': 2, '🍊': 3, '🍋': 5, '🍌': 0, '🍉': 4, '🍇': 3, '🍓': 0, '🍒': 3, '🍑': 3, '🥭': 3, '🍍': 4}",
board-tile-0,8.0,Good,"Completes a critical match, freeing up 3 slots and preventing a loss.","['🍋', '🍍', '🍑']",7,35,6,"{'🍎': 5, '🍐': 2, '🍊': 3, '🍋': 5, '🍌': 0, '🍉': 4, '🍇': 3, '🍓': 0, '🍒': 3, '🍑': 3, '🥭': 3, '🍍': 4}",
board-tile-3,5.5,Mistake,Does not match any existing tiles and could block useful tiles.,"['🍋', '🍍', '🍑']",7,35,6,"{'🍎': 5, '🍐': 2, '🍊': 3, '🍋': 5, '🍌': 0, '🍉': 4, '🍇': 3, '🍓': 0, '🍒': 3, '🍑': 3, '🥭': 3, '🍍': 4}",
board-tile-30,5.0,Blunder,Does not match any existing tiles and could block useful tiles.,"['🍋', '🍍', '🍑']",7,35,6,"{'🍎': 5, '🍐': 2, '🍊': 3, '🍋': 5, '🍌': 0, '🍉': 4, '🍇': 3, '🍓': 0, '🍒': 3, '🍑': 3, '🥭': 3, '🍍': 4}",
board-tile-32,6.0,Inaccuracy,Does not match any existing tiles and could block useful tiles.,"['🍋', '🍍', '🍑']",7,35,6,"{'🍎': 5, '🍐': 2, '🍊': 3, '🍋': 5, '🍌': 0, '🍉': 4, '🍇': 3, '🍓': 0, '🍒': 3, '🍑': 3, '🥭': 3, '🍍': 4}",
board-tile-15,5.0,Inaccuracy,No immediate match and less likely to complete a triple.,[],7,79,4,"{'🍎': 6, '🍐': 5, '🍊': 7, '🍋': 7, '🍌': 10, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 7, '🍑': 7, '🥭': 8, '🍍': 5}",
board-tile-65,6.0,Strategic,Potential to set up future matches but not ideal.,[],7,79,4,"{'🍎': 6, '🍐': 5, '🍊': 7, '🍋': 7, '🍌': 10, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 7, '🍑': 7, '🥭': 8, '🍍': 5}",
board-tile-11,7.0,Good,High-value tile with potential for future matches.,[],7,79,4,"{'🍎': 6, '🍐': 5, '🍊': 7, '🍋': 7, '🍌': 10, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 7, '🍑': 7, '🥭': 8, '🍍': 5}",
board-tile-66,8.0,Brilliant,"Completes a critical triple, freeing up 3 slots.",[],7,79,4,"{'🍎': 6, '🍐': 5, '🍊': 7, '🍋': 7, '🍌': 10, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 7, '🍑': 7, '🥭': 8, '🍍': 5}",
board-tile-36,7.5,Strategic,"Matches with existing 🍐, clearing three tiles and reducing risk.","['🍍', '🍐', '🍌']",7,46,8,"{'🍎': 3, '🍐': 7, '🍊': 1, '🍋': 3, '🍌': 4, '🍉': 1, '🍇': 6, '🍓': 4, '🍒': 5, '🍑': 4, '🥭': 5, '🍍': 3}",
board-tile-1,6.0,Inaccuracy,"No immediate match, but could set up future opportunities.","['🍍', '🍐', '🍌']",7,46,8,"{'🍎': 3, '🍐': 7, '🍊': 1, '🍋': 3, '🍌': 4, '🍉': 1, '🍇': 6, '🍓': 4, '🍒': 5, '🍑': 4, '🥭': 5, '🍍': 3}",
board-tile-19,6.0,Inaccuracy,"No immediate match, but could set up future opportunities.","['🍍', '🍐', '🍌']",7,46,8,"{'🍎': 3, '🍐': 7, '🍊': 1, '🍋': 3, '🍌': 4, '🍉': 1, '🍇': 6, '🍓': 4, '🍒': 5, '🍑': 4, '🥭': 5, '🍍': 3}",
board-tile-30,6.0,Inaccuracy,"No immediate match, but could set up future opportunities.","['🍍', '🍐', '🍌']",7,46,8,"{'🍎': 3, '🍐': 7, '🍊': 1, '🍋': 3, '🍌': 4, '🍉': 1, '🍇': 6, '🍓': 4, '🍒': 5, '🍑': 4, '🥭': 5, '🍍': 3}",
board-tile-43,5.5,Strategic,"Matches with existing 🍌, but less critical than 🍐 match.","['🍍', '🍐', '🍌']",7,46,8,"{'🍎': 3, '🍐': 7, '🍊': 1, '🍋': 3, '🍌': 4, '🍉': 1, '🍇': 6, '🍓': 4, '🍒': 5, '🍑': 4, '🥭': 5, '🍍': 3}",
board-tile-26,4.5,Mistake,No immediate match and blocks critical 🍐 tiles.,"['🍍', '🍐', '🍌']",7,46,8,"{'🍎': 3, '🍐': 7, '🍊': 1, '🍋': 3, '🍌': 4, '🍉': 1, '🍇': 6, '🍓': 4, '🍒': 5, '🍑': 4, '🥭': 5, '🍍': 3}",
board-tile-45,4.5,Mistake,No immediate match and blocks critical 🍓 tiles.,"['🍍', '🍐', '🍌']",7,46,8,"{'🍎': 3, '🍐': 7, '🍊': 1, '🍋': 3, '🍌': 4, '🍉': 1, '🍇': 6, '🍓': 4, '🍒': 5, '🍑': 4, '🥭': 5, '🍍': 3}",
board-tile-0,5.0,Strategic,"Matches with existing 🍑, clearing three tiles and reducing risk.","['🍍', '🍐', '🍌']",7,46,8,"{'🍎': 3, '🍐': 7, '🍊': 1, '🍋': 3, '🍌': 4, '🍉': 1, '🍇': 6, '🍓': 4, '🍒': 5, '🍑': 4, '🥭': 5, '🍍': 3}",
board-tile-18,7.0,Strategic,Adds a tile that could potentially complete a match with existing tiles.,"['🍉', '🍇', '🍇', '🍍', '🍓']",7,41,4,"{'🍎': 1, '🍐': 0, '🍊': 1, '🍋': 5, '🍌': 2, '🍉': 4, '🍇': 3, '🍓': 4, '🍒': 2, '🍑': 6, '🥭': 6, '🍍': 7}",
board-tile-20,9.0,Brilliant,"Completes a match with existing tiles, freeing up valuable slots.","['🍉', '🍇', '🍇', '🍍', '🍓']",7,41,4,"{'🍎': 1, '🍐': 0, '🍊': 1, '🍋': 5, '🍌': 2, '🍉': 4, '🍇': 3, '🍓': 4, '🍒': 2, '🍑': 6, '🥭': 6, '🍍': 7}",
board-tile-17,8.0,Good,Adds a tile that could be part of a future match.,"['🍉', '🍇', '🍇', '🍍', '🍓']",7,41,4,"{'🍎': 1, '🍐': 0, '🍊': 1, '🍋': 5, '🍌': 2, '🍉': 4, '🍇': 3, '🍓': 4, '🍒': 2, '🍑': 6, '🥭': 6, '🍍': 7}",
board-tile-40,6.0,Inaccuracy,Does not immediately contribute to a match and may block better options.,"['🍉', '🍇', '🍇', '🍍', '🍓']",7,41,4,"{'🍎': 1, '🍐': 0, '🍊': 1, '🍋': 5, '🍌': 2, '🍉': 4, '🍇': 3, '🍓': 4, '🍒': 2, '🍑': 6, '🥭': 6, '🍍': 7}",
board-tile-39,2.0,Blunder,Wastes a slot with an isolated tile that offers no immediate matches.,[],7,44,3,"{'🍎': 1, '🍐': 3, '🍊': 7, '🍋': 7, '🍌': 7, '🍉': 2, '🍇': 4, '🍓': 3, '🍒': 2, '🍑': 4, '🥭': 3, '🍍': 1}",
board-tile-43,5.0,Strategic,"Fills a slot with a common tile, setting up potential matches.",[],7,44,3,"{'🍎': 1, '🍐': 3, '🍊': 7, '🍋': 7, '🍌': 7, '🍉': 2, '🍇': 4, '🍓': 3, '🍒': 2, '🍑': 4, '🥭': 3, '🍍': 1}",
board-tile-24,7.0,Good,"Completes a triple, clearing three tiles and opening up new opportunities.",[],7,44,3,"{'🍎': 1, '🍐': 3, '🍊': 7, '🍋': 7, '🍌': 7, '🍉': 2, '🍇': 4, '🍓': 3, '🍒': 2, '🍑': 4, '🥭': 3, '🍍': 1}",
board-tile-34,7.5,Strategic,"Adds another 🍐, setting up potential matches.",[],7,35,3,"{'🍎': 1, '🍐': 3, '🍊': 2, '🍋': 2, '🍌': 3, '🍉': 2, '🍇': 7, '🍓': 3, '🍒': 3, '🍑': 1, '🥭': 4, '🍍': 4}",
board-tile-30,8.0,Good,Fills a slot with a tile that can contribute to future matches.,[],7,35,3,"{'🍎': 1, '🍐': 3, '🍊': 2, '🍋': 2, '🍌': 3, '🍉': 2, '🍇': 7, '🍓': 3, '🍒': 3, '🍑': 1, '🥭': 4, '🍍': 4}",
board-tile-4,6.5,Inaccuracy,Doesn't add value; 🍋 has no immediate matches.,[],7,35,3,"{'🍎': 1, '🍐': 3, '🍊': 2, '🍋': 2, '🍌': 3, '🍉': 2, '🍇': 7, '🍓': 3, '🍒': 3, '🍑': 1, '🥭': 4, '🍍': 4}",
board-tile-16,7.5,Strategic,"Matches a pair of 🍌, freeing up space and setting up future matches.","['🍐', '🍌', '🍒', '🍒', '🍐']",7,51,5,"{'🍎': 4, '🍐': 5, '🍊': 7, '🍋': 4, '🍌': 6, '🍉': 3, '🍇': 4, '🍓': 2, '🍒': 3, '🍑': 5, '🥭': 6, '🍍': 2}",
board-tile-48,5.0,Inaccuracy,"No immediate match, potentially clogging the collection slot.","['🍐', '🍌', '🍒', '🍒', '🍐']",7,51,5,"{'🍎': 4, '🍐': 5, '🍊': 7, '🍋': 4, '🍌': 6, '🍉': 3, '🍇': 4, '🍓': 2, '🍒': 3, '🍑': 5, '🥭': 6, '🍍': 2}",
board-tile-33,6.0,Good,"Potential to match with existing 🍍, but no immediate triple.","['🍐', '🍌', '🍒', '🍒', '🍐']",7,51,5,"{'🍎': 4, '🍐': 5, '🍊': 7, '🍋': 4, '🍌': 6, '🍉': 3, '🍇': 4, '🍓': 2, '🍒': 3, '🍑': 5, '🥭': 6, '🍍': 2}",
board-tile-0,8.0,Strategic,"Completes a critical 🍎 triple, clearing space and preventing a loss.","['🍐', '🍌', '🍒', '🍒', '🍐']",7,51,5,"{'🍎': 4, '🍐': 5, '🍊': 7, '🍋': 4, '🍌': 6, '🍉': 3, '🍇': 4, '🍓': 2, '🍒': 3, '🍑': 5, '🥭': 6, '🍍': 2}",
board-tile-42,4.5,Mistake,"No matches available, risks filling the collection slot without benefit.","['🍐', '🍌', '🍒', '🍒', '🍐']",7,51,5,"{'🍎': 4, '🍐': 5, '🍊': 7, '🍋': 4, '🍌': 6, '🍉': 3, '🍇': 4, '🍓': 2, '🍒': 3, '🍑': 5, '🥭': 6, '🍍': 2}",
board-tile-5,7.0,Strategic,"Matches two 🍒 tiles, clearing them and opening up more matches.",[],7,59,7,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 6, '🍌': 3, '🍉': 5, '🍇': 7, '🍓': 7, '🍒': 8, '🍑': 5, '🥭': 2, '🍍': 5}",
board-tile-58,8.0,Good,"Completes a 🍉 match, freeing up valuable slots.",[],7,59,7,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 6, '🍌': 3, '🍉': 5, '🍇': 7, '🍓': 7, '🍒': 8, '🍑': 5, '🥭': 2, '🍍': 5}",
board-tile-31,5.5,Inaccuracy,Doesn't contribute to any immediate matches and may complicate future moves.,[],7,59,7,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 6, '🍌': 3, '🍉': 5, '🍇': 7, '🍓': 7, '🍒': 8, '🍑': 5, '🥭': 2, '🍍': 5}",
board-tile-10,6.0,Strategic,"Completes a 🍑 match, freeing up slots and creating opportunities.",[],7,59,7,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 6, '🍌': 3, '🍉': 5, '🍇': 7, '🍓': 7, '🍒': 8, '🍑': 5, '🥭': 2, '🍍': 5}",
board-tile-48,6.5,Strategic,"Completes a 🍊 match, freeing up slots and creating opportunities.",[],7,59,7,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 6, '🍌': 3, '🍉': 5, '🍇': 7, '🍓': 7, '🍒': 8, '🍑': 5, '🥭': 2, '🍍': 5}",
board-tile-49,7.5,Good,"Completes a 🍋 match, freeing up slots and creating opportunities.",[],7,59,7,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 6, '🍌': 3, '🍉': 5, '🍇': 7, '🍓': 7, '🍒': 8, '🍑': 5, '🥭': 2, '🍍': 5}",
board-tile-21,7.0,Strategic,"Matches two 🍒 tiles, clearing them and opening up more matches.",[],7,59,7,"{'🍎': 3, '🍐': 4, '🍊': 4, '🍋': 6, '🍌': 3, '🍉': 5, '🍇': 7, '🍓': 7, '🍒': 8, '🍑': 5, '🥭': 2, '🍍': 5}",
board-tile-4,8.0,Strategic,"Completes a match with two other 🥭 tiles, freeing up slots.",['🍊'],7,48,6,"{'🍎': 6, '🍐': 3, '🍊': 5, '🍋': 3, '🍌': 4, '🍉': 2, '🍇': 2, '🍓': 7, '🍒': 2, '🍑': 5, '🥭': 5, '🍍': 4}",
board-tile-36,7.5,Good,"Adds a tile that can potentially match with others, improving board flexibility.",['🍊'],7,48,6,"{'🍎': 6, '🍐': 3, '🍊': 5, '🍋': 3, '🍌': 4, '🍉': 2, '🍇': 2, '🍓': 7, '🍒': 2, '🍑': 5, '🥭': 5, '🍍': 4}",
board-tile-42,9.0,Brilliant,"Completes a match with two other 🍊 tiles, clearing valuable space.",['🍊'],7,48,6,"{'🍎': 6, '🍐': 3, '🍊': 5, '🍋': 3, '🍌': 4, '🍉': 2, '🍇': 2, '🍓': 7, '🍒': 2, '🍑': 5, '🥭': 5, '🍍': 4}",
board-tile-44,7.0,Strategic,"Potential for future matches, but does not immediately improve the board.",['🍊'],7,48,6,"{'🍎': 6, '🍐': 3, '🍊': 5, '🍋': 3, '🍌': 4, '🍉': 2, '🍇': 2, '🍓': 7, '🍒': 2, '🍑': 5, '🥭': 5, '🍍': 4}",
board-tile-28,6.5,Inaccuracy,No immediate match and less likely to contribute to future matches.,['🍊'],7,48,6,"{'🍎': 6, '🍐': 3, '🍊': 5, '🍋': 3, '🍌': 4, '🍉': 2, '🍇': 2, '🍓': 7, '🍒': 2, '🍑': 5, '🥭': 5, '🍍': 4}",
board-tile-25,5.5,Mistake,Does not add any tile that could be useful for future matches or immediate clearing.,['🍊'],7,48,6,"{'🍎': 6, '🍐': 3, '🍊': 5, '🍋': 3, '🍌': 4, '🍉': 2, '🍇': 2, '🍓': 7, '🍒': 2, '🍑': 5, '🥭': 5, '🍍': 4}",
board-tile-19,5.0,Inaccuracy,"Adds another 🍒, which is already abundant and unlikely to form a match.","['🥭', '🍑', '🍒', '🍒', '🍌']",7,58,3,"{'🍎': 3, '🍐': 3, '🍊': 9, '🍋': 6, '🍌': 3, '🍉': 2, '🍇': 5, '🍓': 3, '🍒': 6, '🍑': 6, '🥭': 9, '🍍': 3}",
board-tile-8,7.5,Strategic,"Completes a 🍊 match, clearing 3 tiles and creating new opportunities.","['🥭', '🍑', '🍒', '🍒', '🍌']",7,58,3,"{'🍎': 3, '🍐': 3, '🍊': 9, '🍋': 6, '🍌': 3, '🍉': 2, '🍇': 5, '🍓': 3, '🍒': 6, '🍑': 6, '🥭': 9, '🍍': 3}",
board-tile-22,6.0,Good,"Removes a 🍑, helping to clear the board and potentially set up future matches.","['🥭', '🍑', '🍒', '🍒', '🍌']",7,58,3,"{'🍎': 3, '🍐': 3, '🍊': 9, '🍋': 6, '🍌': 3, '🍉': 2, '🍇': 5, '🍓': 3, '🍒': 6, '🍑': 6, '🥭': 9, '🍍': 3}",
board-tile-45,3.0,Inaccuracy,"Matches only one tile, wasting a slot.","['🍉', '🍎', '🍐']",7,70,3,"{'🍎': 3, '🍐': 6, '🍊': 8, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 0, '🍑': 10, '🥭': 5, '🍍': 11}",
board-tile-19,6.0,Strategic,"Clears a row, potentially setting up future matches.","['🍉', '🍎', '🍐']",7,70,3,"{'🍎': 3, '🍐': 6, '🍊': 8, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 0, '🍑': 10, '🥭': 5, '🍍': 11}",
board-tile-67,4.0,Good,"Matches two tiles, clearing space and reducing risk.","['🍉', '🍎', '🍐']",7,70,3,"{'🍎': 3, '🍐': 6, '🍊': 8, '🍋': 3, '🍌': 7, '🍉': 6, '🍇': 7, '🍓': 4, '🍒': 0, '🍑': 10, '🥭': 5, '🍍': 11}",
board-tile-71,5.0,Inaccuracy,Doesn't create any immediate matches and adds a tile that is not urgently needed.,[],7,77,5,"{'🍎': 5, '🍐': 3, '🍊': 5, '🍋': 7, '🍌': 8, '🍉': 13, '🍇': 6, '🍓': 7, '🍒': 4, '🍑': 9, '🥭': 3, '🍍': 7}",
